label,statement,named_entities,tagged_statement
1,"In West Virginia, ""our students enter in at fourth grade the first time they're tested, 37th or 38th in the nation—which is not good, but it's not horrible. By the time they're in the 8th grade, they're 46th or 47th, and then upon 11th grade testing they're near last.","[('West Virginia', 'GPE'), ('fourth', 'ORDINAL'), ('first', 'ORDINAL'), ('37th', 'ORDINAL'), ('38th', 'ORDINAL'), ('8th', 'ORDINAL'), ('46th', 'ORDINAL'), ('47th', 'ORDINAL'), ('11th', 'ORDINAL')]","In [GPE]West Virginia[/GPE], ""our students enter in at [ORDINAL]fourth[/ORDINAL] grade the [ORDINAL]first[/ORDINAL] time they're tested, [ORDINAL]37th[/ORDINAL] or [ORDINAL]38th[/ORDINAL] in the nation—which is not good, but it's not horrible. By the time they're in the [ORDINAL]8th[/ORDINAL] grade, they're [ORDINAL]46th[/ORDINAL] or [ORDINAL]47th[/ORDINAL], and then upon [ORDINAL]11th[/ORDINAL] grade testing they're near last."
0,"President Trump just told Paul Ryan, 'You're fired.'","[('Trump', 'PERSON'), ('Paul Ryan', 'PERSON')]","President [PERSON]Trump[/PERSON] just told [PERSON]Paul Ryan[/PERSON], 'You're fired.'"
0,"The Beirut bombing today was directly next to the Lebanon Central Bank, which is also owned by the most evil deep state family, the Rothschilds. There are no coincidences.","[('Beirut', 'GPE'), ('today', 'DATE'), ('the Lebanon Central Bank', 'ORG'), ('Rothschilds', 'PERSON')]","The [GPE]Beirut[/GPE] bombing [DATE]today[/DATE] was directly next to [ORG]the Lebanon Central Bank[/ORG], which is also owned by the most evil deep state family, the [PERSON]Rothschilds[/PERSON]. There are no coincidences."
1,Sometimes I was the only 'no' vote on the entire board.,[],Sometimes I was the only 'no' vote on the entire board.
0,Harry Reid's plan is basically giving the president a blank check.,"[(""Harry Reid's"", 'PERSON')]",[PERSON]Harry Reid's[/PERSON] plan is basically giving the president a blank check.
1,There are more words in the IRS code than there are in the Bible.,"[('IRS', 'ORG'), ('Bible', 'WORK_OF_ART')]",There are more words in the [ORG]IRS[/ORG] code than there are in the [WORK_OF_ART]Bible[/WORK_OF_ART].
0,"Says a photo shows Beto O'Rourke ""in college drunk and pissing his pants.","[(""Beto O'Rourke"", 'PERSON')]","Says a photo shows [PERSON]Beto O'Rourke[/PERSON] ""in college drunk and pissing his pants."
0,Half of children struck by cars near schools are hit by parents driving children to school.,"[('Half', 'CARDINAL')]",[CARDINAL]Half[/CARDINAL] of children struck by cars near schools are hit by parents driving children to school.
0,Violent crime rates increased in all but two Wisconsin cities between 2008 and 2017.,"[('two', 'CARDINAL'), ('Wisconsin', 'GPE'), ('between 2008 and 2017', 'DATE')]",Violent crime rates increased in all but [CARDINAL]two[/CARDINAL] [GPE]Wisconsin[/GPE] cities [DATE]between 2008 and 2017[/DATE].
0,"Says photo shows ""one of Tesla's lithium supply mines where entire mountains are eliminated.","[('one', 'CARDINAL'), ('Tesla', 'ORG')]","Says photo shows ""[CARDINAL]one[/CARDINAL] of [ORG]Tesla[/ORG]'s lithium supply mines where entire mountains are eliminated."
0,"Says Paul Soglin took Madison backward -- ""businesses have left and murders have gone up.","[('Paul Soglin', 'PERSON'), ('Madison', 'PERSON')]","Says [PERSON]Paul Soglin[/PERSON] took [PERSON]Madison[/PERSON] backward -- ""businesses have left and murders have gone up."
0,"Proposed gun control legislation ""will outlaw practically every firearm, make you pay $100 per firearm, put you into a police database"" and make it ""nearly impossible"" to get a permit to carry a concealed weapon.","[('100', 'MONEY')]","Proposed gun control legislation ""will outlaw practically every firearm, make you pay $[MONEY]100[/MONEY] per firearm, put you into a police database"" and make it ""nearly impossible"" to get a permit to carry a concealed weapon."
0,A photo shows a Russian warplane under attack.,"[('Russian', 'NORP')]",A photo shows a [NORP]Russian[/NORP] warplane under attack.
0,"Leaked messages ""between former President Barack Obama and Judge Reinhart foreshadowed the unlawful raid on former Trump's Mar-a-Lago estate.","[('Barack Obama', 'PERSON'), ('Reinhart', 'PERSON'), ('Trump', 'ORG')]","Leaked messages ""between former President [PERSON]Barack Obama[/PERSON] and Judge [PERSON]Reinhart[/PERSON] foreshadowed the unlawful raid on former [ORG]Trump[/ORG]'s Mar-a-Lago estate."
1,"Four balanced budgets in a row, with no new taxes for anyone. The best job growth in 12 years. Nearly 130,000 new private-sector jobs. Merit pay to reward New Jersey's best teachers, and the most education funding ever.","[('Four', 'CARDINAL'), ('12 years', 'DATE'), ('Nearly 130,000', 'CARDINAL'), ('Merit', 'PERSON'), (""New Jersey's"", 'GPE')]","[CARDINAL]Four[/CARDINAL] balanced budgets in a row, with no new taxes for anyone. The best job growth in [DATE]12 years[/DATE]. [CARDINAL]Nearly 130,000[/CARDINAL] new private-sector jobs. [PERSON]Merit[/PERSON] pay to reward [GPE]New Jersey's[/GPE] best teachers, and the most education funding ever."
0,"Government orders South African firm ""to lay off 3,389 white employees.","[('South African', 'NORP'), ('3,389', 'CARDINAL')]","Government orders [NORP]South African[/NORP] firm ""to lay off [CARDINAL]3,389[/CARDINAL] white employees."
1,The State of Texas is funding … women's health services at historically high levels; they just increased their level another $50 million for the next two years.,"[('The State of Texas', 'ORG'), ('another $50 million', 'MONEY'), ('the next two years', 'DATE')]",[ORG]The State of Texas[/ORG] is funding … women's health services at historically high levels; they just increased their level [MONEY]another $50 million[/MONEY] for [DATE]the next two years[/DATE].
0,Sen. Obama's campaign announced that he's choosing his cabinet.,"[('Obama', 'PERSON')]",Sen. [PERSON]Obama[/PERSON]'s campaign announced that he's choosing his cabinet.
0,"A judge sealed ""all the evidence and proof of who helped Ghislaine Maxwell sex traffic children.","[('Ghislaine Maxwell', 'PERSON')]","A judge sealed ""all the evidence and proof of who helped [PERSON]Ghislaine Maxwell[/PERSON] sex traffic children."
0,"Cher ""is moving to Canada because of President Trump.","[('Cher', 'PERSON'), ('Canada', 'GPE'), ('Trump', 'PERSON')]","[PERSON]Cher[/PERSON] ""is moving to [GPE]Canada[/GPE] because of President [PERSON]Trump[/PERSON]."
0,Since Trump labeled ANTIFA a terrorist organization their rights were stripped by the Patriot Act which states if someone is labeled a terrorist they are not afforded due process.,"[('Trump', 'PERSON'), ('the Patriot Act', 'LAW')]",Since [PERSON]Trump[/PERSON] labeled ANTIFA a terrorist organization their rights were stripped by [LAW]the Patriot Act[/LAW] which states if someone is labeled a terrorist they are not afforded due process.
0,"When the Milwaukee County mental health facility is full, ""cops sit out there in their squad cars with a mentally ill patient""  and sometimes ""spend an entire shift out there doing that.","[('Milwaukee County', 'GPE')]","When the [GPE]Milwaukee County[/GPE] mental health facility is full, ""cops sit out there in their squad cars with a mentally ill patient""  and sometimes ""spend an entire shift out there doing that."
0,"Barack Obama ""is the first ex-president to ever speak against his successor.","[('Barack Obama', 'PERSON'), ('first', 'ORDINAL')]","[PERSON]Barack Obama[/PERSON] ""is the [ORDINAL]first[/ORDINAL] ex-president to ever speak against his successor."
0,"Every month, we get the reports from the Bureau of Labor Statistics that say even more people have given up looking for work.","[('Every month', 'DATE'), ('the Bureau of Labor Statistics', 'ORG')]","[DATE]Every month[/DATE], we get the reports from [ORG]the Bureau of Labor Statistics[/ORG] that say even more people have given up looking for work."
0,"In the Senate, (Mike) DeWine voted with Hillary Clinton to let illegal immigrants receive Social Security. And in Ohio, DeWine allowed illegal immigrants to receive driver's licenses.","[('Senate', 'ORG'), ('Mike', 'PERSON'), ('Hillary Clinton', 'PERSON'), ('Social Security', 'ORG'), ('Ohio', 'GPE'), ('DeWine', 'ORG')]","In the [ORG]Senate[/ORG], ([PERSON]Mike[/PERSON]) DeWine voted with [PERSON]Hillary Clinton[/PERSON] to let illegal immigrants receive [ORG]Social Security[/ORG]. And in [GPE]Ohio[/GPE], [ORG]DeWine[/ORG] allowed illegal immigrants to receive driver's licenses."
1,"The average family (is) now bringing home $4,000 less than they did just five years ago.","[('4,000', 'MONEY'), ('just five years ago', 'DATE')]","The average family (is) now bringing home $[MONEY]4,000[/MONEY] less than they did [DATE]just five years ago[/DATE]."
0,"The servers of the Pakistani gentleman that worked on the DNC"" are ""missing.","[('Pakistani', 'NORP'), ('DNC', 'ORG')]","The servers of the [NORP]Pakistani[/NORP] gentleman that worked on the [ORG]DNC[/ORG]"" are ""missing."
0,"Claims that Rep. Sanford Bishop votes similar to House Speaker Nancy Pelosi are ""inaccurate.","[('Sanford Bishop', 'PERSON'), ('House', 'ORG'), ('Nancy Pelosi', 'PERSON')]","Claims that Rep. [PERSON]Sanford Bishop[/PERSON] votes similar to [ORG]House[/ORG] Speaker [PERSON]Nancy Pelosi[/PERSON] are ""inaccurate."
0,40% of the initial small business funds didn't go to small businesses at all.,"[('40%', 'PERCENT')]",[PERCENT]40%[/PERCENT] of the initial small business funds didn't go to small businesses at all.
0,Says government is a barrier to innovation and development.,[],Says government is a barrier to innovation and development.
0,"Says Robert Hurt ""supports the tax loopholes that send American jobs overseas.","[('Robert Hurt', 'PERSON'), ('American', 'NORP')]","Says [PERSON]Robert Hurt[/PERSON] ""supports the tax loopholes that send [NORP]American[/NORP] jobs overseas."
0,"Business spirit is the highest it's ever been, according to polls.",[],"Business spirit is the highest it's ever been, according to polls."
0,We do not have an approved (COVID) vaccine in America … the Pfizer vaccine available in the U.S. is not FDA approved.,"[('COVID', 'PERSON'), ('America', 'GPE'), ('Pfizer', 'PERSON'), ('U.S.', 'GPE'), ('FDA', 'ORG')]",We do not have an approved ([PERSON]COVID[/PERSON]) vaccine in [GPE]America[/GPE] … the [PERSON]Pfizer[/PERSON] vaccine available in the [GPE]U.S.[/GPE] is not [ORG]FDA[/ORG] approved.
0,"Photo shows former President Donald Trump ""in the hood.","[('Donald Trump', 'PERSON')]","Photo shows former President [PERSON]Donald Trump[/PERSON] ""in the hood."
0,Instagram has been limiting our posts so that no more than 7% of our friends see our posts.,"[('no more than 7%', 'PERCENT')]",Instagram has been limiting our posts so that [PERCENT]no more than 7%[/PERCENT] of our friends see our posts.
0,"Says delegates can't ""legally"" change the Republican National Convention rules to prevent Donald Trump's nomination.","[('the Republican National Convention', 'ORG'), (""Donald Trump's"", 'PERSON')]","Says delegates can't ""legally"" change [ORG]the Republican National Convention[/ORG] rules to prevent [PERSON]Donald Trump's[/PERSON] nomination."
0,Our university campuses by federal law do not check the immigration status of their students just as our public schools don't.,[],Our university campuses by federal law do not check the immigration status of their students just as our public schools don't.
1,Says he and Mitt Romney agreed on tying minimum wage increases to inflation.,"[('Mitt Romney', 'PERSON')]",Says he and [PERSON]Mitt Romney[/PERSON] agreed on tying minimum wage increases to inflation.
1,"Says that in his first 17 months as president, the United States doubled its world-leading $500 million a year commitment to fighting global AIDS.","[('his first 17 months', 'DATE'), ('the United States', 'GPE'), ('$500 million', 'MONEY')]","Says that in [DATE]his first 17 months[/DATE] as president, [GPE]the United States[/GPE] doubled its world-leading [MONEY]$500 million[/MONEY] a year commitment to fighting global AIDS."
0,"Says he has been to ""Afghanistan, Iraq and those areas"" twice as president.","[('Afghanistan', 'GPE'), ('Iraq', 'GPE')]","Says he has been to ""[GPE]Afghanistan[/GPE], [GPE]Iraq[/GPE] and those areas"" twice as president."
0,"Homicides against blacks have tripled"" since Florida's ""stand your ground"" law has been in existence.","[('Florida', 'GPE')]","Homicides against blacks have tripled"" since [GPE]Florida[/GPE]'s ""stand your ground"" law has been in existence."
1,A poll just came out on my inauguration speech. … People loved it. Loved and liked.,[],A poll just came out on my inauguration speech. … People loved it. Loved and liked.
1,Currently it costs more than a penny for the U.S. Mint to make a one cent coin and more than a nickel to make the five cent piece.,"[('more than a penny', 'MONEY'), ('the U.S. Mint', 'ORG'), ('one cent', 'MONEY'), ('five cent', 'MONEY')]",Currently it costs [MONEY]more than a penny[/MONEY] for [ORG]the U.S. Mint[/ORG] to make a [MONEY]one cent[/MONEY] coin and more than a nickel to make the [MONEY]five cent[/MONEY] piece.
0,Latina who enthusiastically supported Donald Trump on stage in Las Vegas in October 2015 has been deported.,"[('Latina', 'ORG'), ('Donald Trump', 'PERSON'), ('Las Vegas', 'GPE'), ('October 2015', 'DATE')]",[ORG]Latina[/ORG] who enthusiastically supported [PERSON]Donald Trump[/PERSON] on stage in [GPE]Las Vegas[/GPE] in [DATE]October 2015[/DATE] has been deported.
0,"Says he ""helped bring"" Uline company to Kenosha area, ""creating 800 local jobs.","[('Kenosha', 'GPE')]","Says he ""helped bring"" Uline company to [GPE]Kenosha[/GPE] area, ""creating 800 local jobs."
1,"You know, we spent $3-million to study the DNA of bears in Montana.","[('$3-million', 'MONEY'), ('Montana', 'GPE')]","You know, we spent [MONEY]$3-million[/MONEY] to study the DNA of bears in [GPE]Montana[/GPE]."
0,Wendy Davis opposes any limits on abortion.,"[('Wendy Davis', 'PERSON')]",[PERSON]Wendy Davis[/PERSON] opposes any limits on abortion.
0,Breaking: four million Democrat votes just declared fraudulent.,"[('four million', 'CARDINAL'), ('Democrat', 'NORP')]",Breaking: [CARDINAL]four million[/CARDINAL] [NORP]Democrat[/NORP] votes just declared fraudulent.
1,"Says state Senate leaders have accepted $142,400 in campaign contributions from dentists and pharmacists during the past two years.","[('Senate', 'ORG'), ('142,400', 'MONEY'), ('the past two years', 'DATE')]","Says state [ORG]Senate[/ORG] leaders have accepted $[MONEY]142,400[/MONEY] in campaign contributions from dentists and pharmacists during [DATE]the past two years[/DATE]."
1,"McCain ""said the other day that he would not meet potentially with the prime minister of Spain, because he . . . wasn't sure whether they were aligned with us.","[('McCain', 'PERSON'), ('the other day', 'DATE'), ('Spain', 'GPE')]","[PERSON]McCain[/PERSON] ""said [DATE]the other day[/DATE] that he would not meet potentially with the prime minister of [GPE]Spain[/GPE], because he . . . wasn't sure whether they were aligned with us."
0,"Ketanji Brown Jackson ""believes in abortion on demand up to the moment of birth.","[('Ketanji Brown Jackson', 'PERSON')]","[PERSON]Ketanji Brown Jackson[/PERSON] ""believes in abortion on demand up to the moment of birth."
1,"A Miracle! Only 23 Americans Tested Positive for Flu Last Week Compared to 14,657 Cases Reported Last Year at Same Time.","[('Only 23', 'CARDINAL'), ('Americans', 'NORP'), ('Tested Positive for Flu Last Week', 'WORK_OF_ART'), ('14,657', 'CARDINAL'), ('Last Year', 'DATE')]","A Miracle! [CARDINAL]Only 23[/CARDINAL] [NORP]Americans[/NORP] [WORK_OF_ART]Tested Positive for Flu Last Week[/WORK_OF_ART] Compared to [CARDINAL]14,657[/CARDINAL] Cases Reported [DATE]Last Year[/DATE] at Same Time."
1,"Says Republican U.S. Senate candidate Ted Cruz ""opposes the DREAM Act, which is supported by 85% of Latinos.","[('Republican', 'NORP'), ('U.S. Senate', 'ORG'), ('Ted Cruz', 'PERSON'), ('the DREAM Act', 'LAW'), ('85%', 'PERCENT')]","Says [NORP]Republican[/NORP] [ORG]U.S. Senate[/ORG] candidate [PERSON]Ted Cruz[/PERSON] ""opposes [LAW]the DREAM Act[/LAW], which is supported by [PERCENT]85%[/PERCENT] of Latinos."
